 更新,    平均,      σ,    RMSE,      ﾊﾟﾗﾒｰﾀ 1～6
  148,  -13.39,   26.73,   29.90,      0.1141,   -2.3048,   13.8285,  -20.4060,   -2.9347,   79.5864,
  149,  -13.39,   26.73,   29.90,      0.1141,   -2.3048,   13.8285,  -20.4060,   -2.9347,   79.5864,
  150,  -10.34,   26.84,   28.76,      0.1245,   -2.5526,   15.6320,  -24.2916,   -2.8040,   82.7132,
  151,  -10.34,   26.84,   28.76,      0.1245,   -2.5526,   15.6320,  -24.2916,   -2.8040,   82.7132,
  152,  -10.34,   26.84,   28.76,      0.1245,   -2.5526,   15.6320,  -24.2916,   -2.8040,   82.7132,
  153,  -10.34,   26.84,   28.76,      0.1245,   -2.5526,   15.6320,  -24.2916,   -2.8040,   82.7132,
  154,  -10.34,   26.84,   28.76,      0.1245,   -2.5526,   15.6320,  -24.2916,   -2.8040,   82.7132,
  155,   -5.23,   27.60,   28.09,      0.1284,   -2.6291,   16.1950,  -25.7367,   -2.7683,   82.8553,
  156,   -5.23,   27.60,   28.09,      0.1284,   -2.6291,   16.1950,  -25.7367,   -2.7683,   82.8553,
  157,   -8.41,   25.86,   27.20,      0.1339,   -2.7624,   17.1424,  -27.7675,   -2.7943,   86.3726,
  158,   -7.34,   25.88,   26.90,      0.1374,   -2.8389,   17.6947,  -29.0502,   -2.6707,   84.6853,
  159,   -3.30,   26.38,   26.58,      0.1259,   -2.5986,   16.1607,  -26.2054,   -3.0509,   90.7856,
  160,   -3.30,   26.38,   26.58,      0.1259,   -2.5986,   16.1607,  -26.2054,   -3.0509,   90.7856,
  161,   -3.30,   26.38,   26.58,      0.1259,   -2.5986,   16.1607,  -26.2054,   -3.0509,   90.7856,
  162,   -3.30,   26.38,   26.58,      0.1259,   -2.5986,   16.1607,  -26.2054,   -3.0509,   90.7856,
  163,   -3.30,   26.38,   26.58,      0.1259,   -2.5986,   16.1607,  -26.2054,   -3.0509,   90.7856,
  164,   -6.13,   24.95,   25.69,      0.1298,   -2.7009,   17.0411,  -28.8108,   -3.0392,   94.2066,
  165,   -6.13,   24.95,   25.69,      0.1298,   -2.7009,   17.0411,  -28.8108,   -3.0392,   94.2066,
  166,   -6.13,   24.95,   25.69,      0.1298,   -2.7009,   17.0411,  -28.8108,   -3.0392,   94.2066,
  167,   -7.45,   23.03,   24.21,      0.1337,   -2.7876,   17.7354,  -30.9139,   -3.1442,   98.6936,
  168,   -7.64,   19.67,   21.11,      0.1493,   -3.0702,   19.1807,  -32.6690,   -3.4538,  101.6486,
  169,   -5.43,   19.81,   20.54,      0.1458,   -3.0209,   19.0994,  -33.2969,   -3.4550,  104.1886,
  170,   -5.43,   19.81,   20.54,      0.1458,   -3.0209,   19.0994,  -33.2969,   -3.4550,  104.1886,
  171,   -5.43,   19.81,   20.54,      0.1458,   -3.0209,   19.0994,  -33.2969,   -3.4550,  104.1886,
  172,   -5.43,   19.81,   20.54,      0.1458,   -3.0209,   19.0994,  -33.2969,   -3.4550,  104.1886,
  173,   -5.43,   19.81,   20.54,      0.1458,   -3.0209,   19.0994,  -33.2969,   -3.4550,  104.1886,
  174,   -5.43,   19.81,   20.54,      0.1458,   -3.0209,   19.0994,  -33.2969,   -3.4550,  104.1886,
  175,   -3.22,   18.98,   19.26,      0.1660,   -3.4853,   22.5248,  -41.3001,   -3.1897,  107.9331,
  176,   -7.92,   16.80,   18.58,      0.1668,   -3.5431,   23.3636,  -44.9305,   -3.4124,  117.4073,
  177,   -7.92,   16.80,   18.58,      0.1668,   -3.5431,   23.3636,  -44.9305,   -3.4124,  117.4073,
  178,   -1.18,   16.68,   16.72,      0.1658,   -3.4835,   22.5624,  -41.7917,   -3.8090,  119.2405,
  179,   -1.18,   16.68,   16.72,      0.1658,   -3.4835,   22.5624,  -41.7917,   -3.8090,  119.2405,
  180,   -9.23,   13.33,   16.21,      0.1893,   -3.9766,   25.9394,  -49.7554,   -3.9405,  126.9020,
  181,   -9.23,   13.33,   16.21,      0.1893,   -3.9766,   25.9394,  -49.7554,   -3.9405,  126.9020,
  182,    0.12,   14.78,   14.78,      0.1952,   -4.1384,   27.2674,  -52.7146,   -3.9035,  128.7016,
  183,    4.22,   13.75,   14.38,      0.2408,   -5.1330,   34.4202,  -70.1759,   -4.4307,  156.6599,
  184,    2.32,   12.24,   12.45,      0.2114,   -4.5164,   30.2769,  -61.1086,   -4.0833,  145.2175,
  185,    2.32,   12.24,   12.45,      0.2114,   -4.5164,   30.2769,  -61.1086,   -4.0833,  145.2175,
  186,    2.32,   12.24,   12.45,      0.2114,   -4.5164,   30.2769,  -61.1086,   -4.0833,  145.2175,
  187,    2.32,   12.24,   12.45,      0.2114,   -4.5164,   30.2769,  -61.1086,   -4.0833,  145.2175,
  188,    0.06,   11.37,   11.37,      0.2116,   -4.4977,   29.9466,  -59.8942,   -4.1440,  143.3432,
  189,    0.06,   11.37,   11.37,      0.2116,   -4.4977,   29.9466,  -59.8942,   -4.1440,  143.3432,
